neuron_1,neuron_2,neuron_3
0.00,0.00,0.44
0.00,0.00,0.43
0.00,0.00,0.43
0.00,0.00,0.43
0.00,0.00,0.43
0.00,0.00,0.42
0.00,0.00,0.42
0.00,0.00,0.42
0.00,0.00,0.42
0.00,0.00,0.41
0.00,0.00,0.41
0.00,0.00,0.41
0.00,0.00,0.41
0.00,0.00,0.41
0.00,0.00,0.40
0.00,0.00,0.40
0.00,0.00,0.40
0.00,0.00,0.40
0.00,0.00,0.39
0.00,0.00,0.39
0.00,0.00,0.39
0.00,0.00,0.39
0.00,0.00,0.39
0.00,0.00,0.39
0.00,0.00,0.38
0.00,0.00,0.38
0.00,0.00,0.38
0.00,0.00,0.38
0.00,0.00,0.38
0.00,0.00,0.37
0.00,0.00,0.37
0.00,0.00,0.37
0.00,0.00,0.37
0.00,0.00,0.37
0.00,0.00,0.37
0.00,0.00,0.36
0.00,0.00,0.36
0.00,0.00,0.36
0.00,0.00,0.36
0.00,0.00,0.36
0.00,0.00,0.36
0.00,0.00,0.36
0.00,0.00,0.35
0.00,0.00,0.35
0.00,0.00,0.35
0.00,0.00,0.35
0.00,0.00,0.35
0.00,0.00,0.35
0.00,0.00,0.35
0.00,0.00,0.35
0.00,0.00,0.34
0.00,0.00,0.34
0.00,0.00,0.34
0.00,0.00,0.34
0.00,0.00,0.34
0.00,0.00,0.34
0.00,0.00,0.34
0.00,0.00,0.34
0.00,0.00,0.34
0.00,0.00,0.33
0.00,0.00,0.33
0.00,0.00,0.33
0.00,0.00,0.33
0.00,0.00,0.33
0.00,0.00,0.33
0.00,0.00,0.33
0.00,0.00,0.33
0.00,0.00,0.33
0.00,0.00,0.33
0.00,0.00,0.33
0.00,0.00,0.33
0.00,0.00,0.32
0.00,0.00,0.32
0.00,0.00,0.32
0.00,0.00,0.32
0.00,0.00,0.32
0.00,0.00,0.32
0.00,0.00,0.32
0.00,0.01,0.32
